invoice_date,order_id,net_sales,cogs,region,category
2024-03-27,ORD-00451,11127.59,3850.87,East,Apparel
2024-03-28,ORD-00452,11998.51,10084.17,East,Apparel
2024-03-29,ORD-00453,4191.49,2114.57,South,Electronics
2024-03-30,ORD-00454,4932.7,4272.26,East,Apparel
2024-03-31,ORD-00455,22724.04,2252.09,East,Electronics
2024-04-01,ORD-00456,1593.9,4396.11,East,Electronics
2024-04-02,ORD-00457,6204.88,10186.1,South,Apparel
2024-04-03,ORD-00458,7655.45,13672.84,East,Electronics
2024-04-04,ORD-00459,12509.84,3197.33,West,Apparel
2024-04-05,ORD-00460,14867.91,8222.77,North,Apparel
2024-04-06,ORD-00461,12585.6,10580.59,South,Apparel
2024-04-07,ORD-00462,2560.83,14303.25,West,Apparel
2024-04-08,ORD-00463,6469.85,9228.9,North,Apparel
2024-04-09,ORD-00464,21167.92,3975.58,South,Electronics
2024-04-10,ORD-00465,16120.92,9457.08,East,Apparel
2024-04-11,ORD-00466,16404.15,4943.27,North,Electronics
2024-04-12,ORD-00467,16919.98,14646.7,South,Electronics
2024-04-13,ORD-00468,19191.12,6115.21,North,Electronics
2024-04-14,ORD-00469,1923.66,10344.33,West,Grocery
2024-04-15,ORD-00470,9481.91,543.77,North,Apparel
2024-04-16,ORD-00471,13718.42,6120.91,East,Electronics
2024-04-17,ORD-00472,8792.18,13151.59,North,Apparel
2024-04-18,ORD-00473,21189.73,9231.37,East,Grocery
2024-04-19,ORD-00474,12323.03,6770.35,East,Grocery
2024-04-20,ORD-00475,19331.38,14051.87,East,Apparel
2024-04-21,ORD-00476,21374.38,12838.97,East,Grocery
2024-04-22,ORD-00477,12867.39,4968.79,North,Grocery
2024-04-23,ORD-00478,22784.03,8259.32,East,Apparel
2024-04-24,ORD-00479,14884.54,7449.4,West,Grocery
2024-04-25,ORD-00480,21331.72,9556.6,East,Grocery
2024-04-26,ORD-00481,8844.47,5144.85,East,Electronics
2024-04-27,ORD-00482,12721.02,3814.23,West,Electronics
2024-04-28,ORD-00483,13519.57,13707.54,South,Electronics
2024-04-29,ORD-00484,3072.0,13873.34,North,Electronics
2024-04-30,ORD-00485,10264.54,12681.18,North,Electronics
2024-05-01,ORD-00486,22974.77,14677.43,South,Apparel
2024-05-02,ORD-00487,15955.39,11225.87,East,Electronics
2024-05-03,ORD-00488,4848.91,11517.07,West,Grocery
2024-05-04,ORD-00489,8801.96,11486.33,South,Apparel
2024-05-05,ORD-00490,5194.27,7312.99,North,Apparel
2024-05-06,ORD-00491,1108.17,6955.49,West,Grocery
2024-05-07,ORD-00492,23222.78,3755.35,West,Electronics
2024-05-08,ORD-00493,11481.08,9743.32,East,Apparel
2024-05-09,ORD-00494,8034.61,4481.94,West,Electronics
2024-05-10,ORD-00495,15162.69,4015.56,West,Apparel
2024-05-11,ORD-00496,679.2,8872.23,East,Apparel
2024-05-12,ORD-00497,7311.54,6267.74,South,Electronics
2024-05-13,ORD-00498,17724.32,3439.08,East,Apparel
2024-05-14,ORD-00499,16027.36,12277.63,South,Electronics
